mean_accel_x,mean_accel_y,mean_accel_z,mean_gyro_x,mean_gyro_y,mean_gyro_z,std_accel_x,std_accel_y,std_accel_z,std_gyro_x,std_gyro_y,std_gyro_z,skew_accel_x,skew_accel_y,skew_accel_z,skew_gyro_x,skew_gyro_y,skew_gyro_z,kurtosis_accel_x,kurtosis_accel_y,kurtosis_accel_z,kurtosis_gyro_x,kurtosis_gyro_y,kurtosis_gyro_z,max_accel_x,max_accel_y,max_accel_z,max_gyro_x,max_gyro_y,max_gyro_z,min_accel_x,min_accel_y,min_accel_z,min_gyro_x,min_gyro_y,min_gyro_z,activity
-1.6949766181750001,5.99729630775,7.072667895,-0.13337192861249997,0.09306545173750001,0.10897026081250001,1.0939135672271818,3.0561295417777425,1.7676975091169014,1.3431331258728598,0.5495419189993498,0.410019850053949,0.041613685260898314,-0.5499075290652575,-0.3686054467352352,0.44754510092643934,0.6086746108435043,0.05551153354839513,0.1510667868467892,-0.7408938967821306,-0.4126142924479601,-0.972077696820457,-0.04205283413198879,-1.039362971090494,1.1282654,11.820679,10.64769,2.3851776,1.590332,0.89637756,-4.6034546,-0.997879,2.382904,-2.0420532,-0.86509705,-0.7004547,NOT FALL
-1.7156862266750004,5.2417756918750005,7.248432373750001,-0.2708311086125,0.07145462113750001,0.022723960925,1.0768467500475831,3.173440534065333,1.5773540384308815,1.440534903900533,0.5265019257809137,0.42364519050697347,-0.04324486096535109,-0.15759299496412904,-0.5774265183109946,0.4706504231302911,0.8013603066900902,0.23857150487910164,0.24080682448688462,-1.0616769881044346,0.10470065220985036,-1.119295665697443,0.9990239608250944,-1.247124462388239,1.1282654,11.820679,10.64769,2.3851776,1.889679,0.89637756,-4.6034546,-0.997879,2.382904,-2.0420532,-0.86509705,-0.7004547,NOT FALL
-1.5629964808,5.570320121375,7.122348038749999,0.2613222128,-0.019865225650000005,0.10536251101250001,1.0049732751032052,2.9226548811212596,1.4338369083546112,1.4607496393597694,0.554707264990914,0.3819894291845043,-0.02107382389618055,-0.21875708617228545,-0.7024492495880239,-0.013270346411618327,0.8974788245480575,-0.18368557946784467,-0.008173905618257038,-0.8328334264212445,0.39331483565347947,-1.4383378807131595,0.9601315487522579,-0.8285202177065081,1.1282654,11.820679,9.749863,2.3851776,1.889679,0.89637756,-4.5795135,-0.60762024,2.382904,-2.0122375,-0.86509705,-0.7004547,NOT FALL
-1.5781991949625,6.0929445038750005,6.9050745175,0.04593925863749998,0.005953789675000004,0.018263816675000002,0.9395976025291292,2.95298464286473,1.5506604075942592,1.288023463322667,0.5270314048404023,0.3629303365161707,-0.18567533717938167,-0.6092629895913236,-0.4752863852263215,0.06442778843566202,0.8360690375285109,0.29546338373401476,-0.006504404352923654,-0.8142766453966823,-0.328567567575095,-1.2094835292610748,1.4243862155042573,-0.46990119641673145,0.22087097,10.625977,9.749863,2.2136688,1.889679,0.89637756,-4.5795135,-0.60762024,2.382904,-2.0122375,-0.86509705,-0.7004547,NOT FALL
-1.501853367125,5.814199827625,7.098196433749999,-0.15038852128750002,-0.020158384187499996,-0.05060558339999999,0.8441630998281596,2.820242761175851,1.6573478789099407,1.3726907617592823,0.4767138936077614,0.2903832163946781,-0.00041719514106709147,-0.5436242104010954,0.051302763661256495,0.2884004706774834,0.8736470031592705,0.09760443539843153,-0.7565369687949532,-0.8105802483465427,-0.3058237970258766,-1.3370490272322662,2.308571062382873,-0.8214864461039935,0.22087097,9.598862,11.7969055,2.2136688,1.889679,0.6108856,-3.391983,-0.60762024,3.730835,-2.0122375,-0.8597717,-0.5832825,NOT FALL
-1.413507265875,5.156034276999999,7.20030880125,0.0497213372125,-0.0817573541875,0.0143756866875,1.2999004142826485,3.3505325851383287,1.936178122302606,1.3705317124817662,0.4413701708568835,0.2965422286717288,1.4818226205588922,-0.38069685786332763,0.3174718981429624,-0.12196948204451116,0.1660673608599165,0.31099222789505615,12.37114736239008,-1.0283881747864696,-0.3516493671358534,-1.1719745976252691,-0.995816821683682,-0.4979467818612098,5.8711853,9.598862,12.330811,2.2136688,0.7999115,0.70036316,-6.32489,-3.0209656,3.730835,-2.4234314,-0.8597717,-0.58114624,NOT FALL
-1.2311586325500001,6.248927474749999,6.843272982499999,0.1997634894625,-0.029785728062500006,-0.06425456973749999,1.2710782723380687,3.217475121668114,1.9378761666692361,1.4232000758995675,0.46877149375417554,0.31021984431047467,1.337168551960676,-0.9937705981482066,0.6830868694703864,-0.3174433346280125,-0.3988470249686652,0.4997399543054145,12.920804758003664,-0.020438112831172806,0.003988206509994541,-1.2672742772186563,-0.41265450336823317,-0.01237507505186386,5.8711853,10.302765,12.330811,2.1646729,0.7999115,0.70036316,-6.32489,-3.0209656,3.730835,-2.4234314,-1.3625793,-0.63760376,NOT FALL
-1.1394601778,6.0582593885,7.02873402,-0.14784526803749998,-0.003633116762500005,-0.02364177705,1.2632376970981363,3.1123003468673933,1.8139594284450693,1.3690837840884145,0.48816437025376275,0.33028709631362035,1.2146281026816663,-0.9768299637363393,0.7093431189319763,0.18841673439143683,-0.413305448756701,0.11402177764644016,13.01161361181224,0.082014866107051,0.2825466271097734,-1.166516084251307,-0.5839461400734676,-0.5795779603076054,5.8711853,10.302765,12.330811,2.1646729,0.7999115,0.70036316,-6.32489,-3.0209656,3.7571716,-2.4234314,-1.3625793,-0.63760376,NOT FALL
-1.3354257569250003,5.013519652875,7.2909294000000004,-0.2855979932875,0.045794869200000005,-0.010952377337500001,1.3532019590290598,3.3883068395223903,1.6319461901651289,1.4836948841724331,0.470387991130583,0.33598478037776447,1.1792094206076764,-0.3241775434000909,0.5151174904136026,0.20849161204802294,-0.6047846045492254,0.08880690493725356,10.123765389283534,-1.0382631434627614,0.37975029054902176,-1.353015350783962,-0.09536623758665685,-0.7598999037222076,5.8711853,10.302765,12.330811,2.1646729,0.8925934,0.70036316,-6.32489,-3.0209656,4.0181427,-2.4234314,-1.3625793,-0.63760376,NOT FALL
-1.281376648425,6.039045501125,7.084130652499999,0.3225614562125,-0.05342120942499999,0.03786296735,0.8940258602576078,2.876441408688113,1.4200312854688337,1.5206041223314046,0.526069261656995,0.34802965556614446,-0.20385396878905654,-0.6454700884798533,-0.07535395007499443,-0.25567409129106794,-0.6851640565161324,0.12343391643429023,0.33256455571033694,-0.725266605324776,0.14605647767264385,-1.4252167990411337,-0.317528347293071,-0.29566831356270207,0.8720856,10.302765,11.059494,2.3947601,0.8925934,0.91874695,-3.731964,-0.79914856,2.8785095,-2.3328705,-1.3625793,-0.63760376,NOT FALL
-1.3504194298749999,6.308842458625,6.92344988375,-0.03129272653749998,-0.004446027974999994,0.0536682112625,0.8698894730879312,2.9601795406832356,1.5239320206975617,1.3620385710586351,0.4675657903562113,0.3242685840906831,-0.18653302477129027,-0.781206184476005,-0.09263655485116296,0.13910554207042067,-0.748423097167163,0.30166331325274787,0.41260525620195265,-0.6499045368554572,0.0727854402596253,-1.1049096102748603,0.2541585777220834,-0.19761346717939965,0.8720856,10.094467,11.059494,2.3947601,0.8925934,0.91874695,-3.731964,-0.79914856,2.8785095,-2.3328705,-1.2922668,-0.60565186,NOT FALL
-1.57595329675,5.359331882499999,7.221856884999999,-0.37681122362499997,-0.0032348612500000054,-0.004588509549999999,0.8511282050696358,3.1124170993229883,1.6169187509251948,1.5600641339505328,0.47506434836780176,0.33561442456533963,-0.2605127205800783,-0.3127072816087606,-0.3394287316887816,0.3765690448079562,-0.6325781133642389,0.6298147347740625,0.007637982112470354,-1.129565709329268,-0.12137548233914641,-1.3417241544665683,0.28344864271263503,-0.2480774209755663,0.47705078,10.094467,11.059494,2.3947601,0.9330597,0.91874695,-3.731964,-1.3186951,2.8785095,-2.4585724,-1.2922668,-0.45118713,NOT FALL
-1.38935509025,5.7591331325,7.134827817499999,0.37799586925,-0.16608676766250002,-0.022511101825,0.8763798888939408,3.070558780339844,1.5450008793087089,1.5723254630095953,0.5111337213337559,0.3255115933504915,0.20048583278711624,-0.5516907294934466,-0.3141892366584244,-0.34705729109802047,-0.2862138639320947,0.8232316154983724,0.7841254216004887,-0.7553653609104622,-0.04452970093397779,-1.3325539833070144,-0.6516516609470293,0.17086483637725314,1.5304871,10.154312,10.334045,2.500229,0.9330597,0.91874695,-3.4111328,-2.0992126,2.8785095,-2.4585724,-1.2922668,-0.45118713,NOT FALL
-1.3656824112500001,6.644569036999999,6.713058688749999,0.10405005887500005,-0.0385622021375,-0.0786767958625,0.8497419021065915,3.109368875265926,1.5713151962958891,1.4540627023256802,0.4698906307394493,0.25640856050716926,0.047514857975092695,-0.9737991574009852,0.08609366132161314,-0.08951202574579634,-0.2629262432452878,0.48952150244345655,0.9553052747688349,-0.11263019877332736,-0.5022812238094656,-1.2335180607637655,-0.42670549691776216,-0.6871135799123911,1.5304871,10.575699,10.334045,2.500229,0.9330597,0.5118103,-3.4111328,-2.0992126,3.1777802,-2.4585724,-1.2209015,-0.45118713,NOT FALL
-1.5257051435000002,5.468955827499999,7.19501153375,-0.45774402712499995,0.019801520725000004,-0.18863754243750003,0.8682980640471197,3.287518553929211,1.5997615668374179,1.6490988950514578,0.4820270706885254,0.3162248514407943,0.16863502300641986,-0.4193491311001631,0.028340360158471203,0.41330647858426883,-0.35502017963825855,0.1668194305404601,0.8865704352733466,-0.9776923836398139,-0.1067709257526892,-1.3439460578468025,-0.4803444749823176,-0.4630941726090554,1.5304871,10.575699,11.878311,2.500229,0.9330597,0.5118103,-3.4111328,-2.0992126,3.7476044,-2.6971893,-1.2209015,-0.815506,NOT FALL
-1.386691854,5.579657766875,7.0615053125000005,0.38317508812499995,-0.12307644038750001,-0.10221767436249998,0.8395215202746907,3.333675698603415,1.5306438509155464,1.663948669841494,0.522206213240735,0.3402775364963019,0.2196905313737753,-0.4482694793604542,0.12169797494450488,-0.3650191807326629,-0.3070194001927887,-0.23356247907399375,1.0180753929017126,-1.0335690925814058,0.1614616769365682,-1.3155915647552021,-0.5583459769349433,-0.6686276086740666,1.5304871,10.575699,11.878311,2.500229,0.89471436,0.5118103,-3.4111328,-2.0992126,3.7476044,-2.6971893,-1.420105,-0.815506,NOT FALL
-1.3760673498750002,6.70295773375,6.673135933749999,0.108110621125,0.015314673475000002,-0.09790325165,0.6923610450953536,3.213713426808674,1.5025145822742816,1.5636922291682223,0.4751159694137143,0.3455952437914494,-0.369294803709421,-0.9336014824008505,0.5064041852207538,-0.11497643096257992,-0.5766968664053096,-0.289283834976077,0.3679277933712344,-0.3729168546495072,0.4039591680619963,-1.2709394549795305,0.2707186198281435,-0.7643484309376873,0.5297241,10.721741,11.878311,2.343628,0.89471436,0.5118103,-3.3776245,-0.54776,3.7476044,-2.6971893,-1.420105,-0.815506,NOT FALL
-1.581400487375,5.2594629095,7.18307128875,-0.52319183275,0.047739982474999984,-0.168131256175,0.7324143288797729,3.478261331806311,1.4101423306252647,1.7226997295195217,0.4548599323662198,0.3084776262395458,-0.008833533578106545,-0.34967952397579566,0.42040621113932264,0.45827119160525226,-0.877632365144821,-0.17384431989271892,-0.1595676423855279,-1.2069104428097877,0.32996971953529375,-1.2861595364821463,0.8683405502382051,-0.6516139475722422,0.5297241,10.721741,11.878311,2.343628,0.8457184,0.47665405,-3.3776245,-0.9404144,4.2623596,-2.719574,-1.420105,-0.815506,NOT FALL
-1.4265853868499998,5.794657315249999,6.940299382499999,0.4454795789624999,-0.0718629837375,0.0259462354625,0.7993526571378086,3.4642856542016833,1.2444901696262964,1.756555812070728,0.4937011506930558,0.25765484723491716,-0.13597884952213762,-0.5203116884658959,0.36462960421481344,-0.391176862936224,-0.7005464167196465,0.005591783658306736,0.4126360255836685,-1.1316999922474182,-0.33849116265788926,-1.316923020346017,0.1640025786617798,-0.9286344387910526,0.5297241,10.721741,10.413055,2.6163483,0.8457184,0.49797058,-3.5906982,-0.9404144,4.568817,-2.719574,-1.420105,-0.50338745,NOT FALL
-1.3557170849750002,6.76164549575,6.715961998750001,0.014073939462499995,0.00859069913749999,-0.026104736662499996,0.7394501771731106,3.2968728544670878,1.2489944037051253,1.641375814040745,0.411321135988358,0.23728350543815244,-0.4358707434578991,-0.9949106218665826,0.46677097099430137,0.01708669161510692,-0.6436979710175502,0.3619394439378684,0.8343909437588515,-0.3026430548925423,0.15629091812789975,-1.2901436362907275,0.8463890953759612,-0.43488465912969865,0.48182678,10.721741,10.413055,2.6163483,0.8457184,0.49797058,-3.5906982,-0.9404144,4.1306763,-2.719574,-1.2741547,-0.50338745,NOT FALL
-1.559793089475,5.075229267625,7.1240236075,-0.4881721537625,0.042066384212499995,-0.048368835912500005,0.8600260903284226,3.6998043211342466,1.4899882681676209,1.771756031348231,0.42432875059173036,0.2599024204804428,-0.38373181452807326,-0.25626056966502747,0.6214733310694868,0.42922540139019516,-0.7055715325678635,0.5203205667578553,0.32767395991824433,-1.4344150057685088,0.8540244611714263,-1.2724080560305462,0.6975799023826612,-0.7201297153595929,0.48182678,10.479935,12.443344,2.6163483,0.81695557,0.49797058,-3.933075,-1.4982605,4.1306763,-2.719574,-1.2741547,-0.46929932,NOT FALL
