accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,activity
0.1777649,8.406555,5.5863495,1.5063324,-0.24725342,-0.48420715,NOT FALL
-0.4016266,8.794418,5.7132416,1.3454895,-0.13006592,-0.4447937,NOT FALL
-0.4016266,9.199036,5.4331207,1.0983429,0.17459106,-0.26263428,NOT FALL
-1.6873169,9.282837,4.904007,1.2741089,-0.26641846,-0.13160706,NOT FALL
-1.7926636,9.1080475,3.8505554,1.2293701,-0.28453064,-0.08580017,NOT FALL
-2.4007874,8.612457,3.730835,1.0759735,0.16821289,-0.082611084,NOT FALL
-2.4414825,8.440063,4.8465424,1.0642548,0.33758545,-0.10284424,NOT FALL
-1.704071,9.148758,5.1506042,0.8970032,0.43666077,-0.15397644,NOT FALL
-2.2523499,9.579712,5.0883484,0.6946106,-0.017150879,-0.20404053,NOT FALL
-2.7695007,8.717804,4.40361,0.38993835,-0.41662598,-0.23706055,NOT FALL
-2.214035,8.353882,5.588745,0.21203613,-0.2642975,-0.07408142,NOT FALL
-0.6961212,8.935669,8.148148,0.1545105,0.13305664,-0.02508545,NOT FALL
0.22087097,9.203827,7.76268,0.039474487,0.28964233,-0.14118958,NOT FALL
-1.8453369,9.012283,5.7204285,-0.10221863,0.11494446,-0.12734985,NOT FALL
-1.5077515,8.729767,5.624649,-0.31314087,-0.2962494,-0.1156311,NOT FALL
-0.58358765,8.136002,5.0883484,-0.40048218,-0.15457153,-0.049575806,NOT FALL
-0.7631531,8.152771,5.0835724,-0.26626587,0.31840515,-0.098587036,NOT FALL
-0.7080841,8.215012,5.8592834,-0.37171936,-0.090652466,-0.043182373,NOT FALL
-0.8349762,7.939682,4.75795,-0.5283203,-0.6776123,0.15814209,NOT FALL
-1.5987244,7.9300995,6.3261566,-0.53790283,-0.50930786,0.1315155,NOT FALL
-1.4957733,7.915741,7.774643,-0.6721344,-0.17373657,0.088897705,NOT FALL
-1.036087,7.144806,7.4442444,-0.80848694,0.28645325,0.15602112,NOT FALL
-0.581192,6.7042694,5.1434174,-0.9267273,0.54104614,0.13258362,NOT FALL
-0.94750977,8.490356,4.91597,-1.0822601,0.22039795,0.022857666,NOT FALL
-1.9387054,9.598862,11.7969055,-1.0843811,0.43878174,-0.037857056,NOT FALL
-1.2276306,7.915741,10.125748,-0.99383545,0.62094116,-0.0921936,NOT FALL
-1.8022308,5.382675,3.7571716,-0.9725342,0.21720886,-0.086868286,NOT FALL
-0.95947266,5.34198,4.247986,-1.432724,-0.48799133,-0.21257019,NOT FALL
-0.67456055,6.8742676,9.124985,-1.8556366,-0.19717407,-0.34466553,NOT FALL
-2.2284088,8.001938,10.3819275,-1.226059,0.7019043,-0.30737305,NOT FALL
-2.2284088,7.4249268,8.612625,-0.86920166,-0.18545532,-0.18380737,NOT FALL
-2.1517944,6.4672546,6.53685,-1.4604187,-0.785202,-0.110305786,NOT FALL
-0.65301514,5.607727,6.7762604,-1.9845276,0.20549011,-0.41496277,NOT FALL
-1.0959473,4.662018,6.8073883,-1.8769379,0.7999115,-0.58114624,NOT FALL
-1.0959473,3.6325073,6.929489,-1.6116943,0.08618164,-0.35743713,NOT FALL
-1.0959473,3.4313965,6.7499237,-1.7533722,-0.1055603,-0.05596924,NOT FALL
-1.5173187,2.986084,5.344528,-2.097458,0.33332825,-0.05596924,NOT FALL
-1.0839691,3.7067413,7.3173523,-2.291336,0.7849884,-0.29032898,NOT FALL
-2.5779572,2.3707733,10.044357,-2.4234314,0.48884583,-0.3712921,NOT FALL
-2.5779572,-0.70817566,12.330811,-2.2369995,0.46861267,-0.1667633,NOT FALL
-1.0265198,-2.2883453,9.666061,-2.2050476,0.74131775,-0.10710144,NOT FALL
5.8711853,1.2167664,5.478607,-2.4053192,0.45796204,-0.34466553,NOT FALL
-0.6865387,3.045929,6.929489,-2.1709595,-0.10662842,-0.48846436,NOT FALL
-0.6865387,-0.10722351,11.552704,-1.6606903,-0.61582947,-0.41921997,NOT FALL
-6.32489,-3.0209656,9.917465,-1.0705414,-0.56256104,0.25082397,NOT FALL
-1.625061,-0.30355835,8.552765,-0.76161194,0.4973755,0.40742493,NOT FALL
-1.2515717,3.191986,9.570297,-0.811676,0.69125366,-0.008041382,NOT FALL
-2.1685486,3.6636353,7.9207,-0.3557434,-0.21421814,0.06333923,NOT FALL
-2.1685486,2.8903046,9.230316,0.19180298,-0.41023254,0.3871765,NOT FALL
-3.6385956,1.4466095,7.8201447,0.46769714,-0.13645935,0.5320587,NOT FALL
-0.5883789,1.6764526,4.0181427,0.6999359,-0.46669006,0.62046814,NOT FALL
-1.3688812,1.1210022,8.500092,0.9481354,-0.3846588,0.62579346,NOT FALL
-1.3688812,1.1210022,9.591843,1.0621185,-0.4272766,0.5640106,NOT FALL
-1.490982,0.9055176,7.398758,1.3284454,-0.6168976,0.6502991,NOT FALL
0.6613922,2.4473877,7.5543823,1.5414886,-0.5380707,0.70036316,NOT FALL
-0.028137207,4.9660797,7.429886,1.7236481,-0.7511139,0.44577026,NOT FALL
-1.1414337,5.703491,7.453827,1.8376312,-1.0291443,0.27212524,NOT FALL
-0.76794434,5.1504364,7.597473,2.1646729,-1.3625793,0.39782715,NOT FALL
-0.020950317,4.381897,8.066742,2.0975647,-0.9769592,0.29449463,NOT FALL
0.35733032,4.729065,8.109833,2.0357666,-0.7979889,0.04522705,NOT FALL
0.3070526,5.9812317,7.5783234,2.0570831,-0.801178,-0.015487671,NOT FALL
-0.7799072,7.49675,7.173706,1.9878387,-0.4539032,0.12937927,NOT FALL
-2.1206665,8.727371,7.7483063,2.0208588,-0.09811401,0.201828,NOT FALL
-2.3121948,8.272476,6.7642975,1.9665375,0.25982666,0.14749146,NOT FALL
-1.7016754,7.7529297,5.758728,1.8589325,0.4281311,-0.051712036,NOT FALL
-1.115097,8.095306,7.0731506,1.8940887,0.28538513,-0.20510864,NOT FALL
-0.6171112,8.622025,5.1482086,1.6927643,0.46328735,-0.25624084,NOT FALL
-0.9546814,8.945251,5.5312805,1.6501465,0.4004364,-0.23493958,NOT FALL
-1.5699921,9.160721,5.7084503,1.7076721,0.03718567,-0.2136383,NOT FALL
-1.2731171,10.135162,6.0340576,1.4637299,0.28431702,-0.33613586,NOT FALL
-1.4478912,10.302765,5.1122894,1.4722443,-0.25683594,-0.4767456,NOT FALL
-1.625061,8.945251,4.769928,1.4402924,-0.55511475,-0.5950012,NOT FALL
-1.1294708,7.975601,5.9933624,1.1942139,-0.19184875,-0.63760376,NOT FALL
-0.10235596,8.40416,4.987793,1.0461426,0.2555542,-0.58647156,NOT FALL
-1.5173187,8.957214,4.575989,0.8618469,0.23532104,-0.61416626,NOT FALL
-1.5173187,8.327545,5.1170807,0.65625,-0.39212036,-0.60565186,NOT FALL
-3.154953,8.428101,7.1234283,0.4719696,-0.3750763,-0.47462463,NOT FALL
-1.68013,8.76329,7.2383423,0.38674927,-0.06614685,-0.37768555,NOT FALL
-0.59555054,8.950043,5.3876343,0.18647766,0.04144287,-0.43414307,NOT FALL
-0.6386566,8.559784,5.557617,-0.006332398,0.1959076,-0.24772644,NOT FALL
-0.66978455,8.037842,6.335739,-0.107543945,0.26620483,-0.04425049,NOT FALL
0.25437927,8.092911,6.153778,-0.09262085,0.5580902,0.067596436,NOT FALL
0.8720856,8.985947,5.7084503,-0.16612244,0.19909668,0.079315186,NOT FALL
-0.5237274,9.218185,6.912735,-0.3280487,-0.42941284,0.036712646,NOT FALL
-1.3569183,8.92131,7.398758,-0.31419373,-0.33992004,0.061203003,NOT FALL
-1.7256165,9.086502,6.1274414,-0.23962402,0.15649414,0.15388489,NOT FALL
-1.8070221,9.448029,6.972595,-0.43563843,0.5719452,0.17411804,NOT FALL
-1.6490021,8.698639,6.4913483,-0.71580505,0.5485077,0.1506958,NOT FALL
-1.9051819,7.628433,4.8441467,-0.7328491,0.51335144,0.3403015,NOT FALL
-1.2371979,7.2094574,5.7204285,-0.8532257,0.46328735,0.45535278,NOT FALL
-0.37528992,7.3363495,8.533615,-1.1536255,0.5272064,0.3584137,NOT FALL
0.07241821,7.144806,8.813736,-1.1429749,0.6220093,0.201828,NOT FALL
-0.26275635,6.536682,6.6685333,-1.1696014,0.12666321,0.12298584,NOT FALL
-0.89004517,6.208679,6.6445923,-1.5275421,-0.123672485,0.10700989,NOT FALL
-1.486206,6.0410767,6.95343,-1.7501831,0.21720886,0.009002686,NOT FALL
-1.60112,5.861511,6.275879,-1.5903931,0.58366394,-0.10284424,NOT FALL
-1.9602509,5.669983,4.755554,-1.4753418,0.2704773,-0.17848206,NOT FALL
-2.0703888,5.3252106,7.913513,-1.6276703,-0.100234985,-0.26263428,NOT FALL
-1.8596954,5.516754,11.059494,-1.79599,0.10748291,-0.36915588,NOT FALL
-2.099121,5.85672,9.182434,-1.7565613,0.2555542,-0.3947296,NOT FALL
-1.1749573,5.4042206,7.7914124,-1.8748169,0.18312073,-0.3936615,NOT FALL
-0.8062439,4.444153,8.004486,-2.2369995,0.39085388,-0.37342834,NOT FALL
-2.197281,4.156845,7.216797,-2.3328705,0.8925934,-0.3159027,NOT FALL
-2.197281,3.4122467,7.817749,-2.067627,0.30029297,-0.14971924,NOT FALL
-3.4518433,2.5934296,8.634171,-1.8971863,0.10748291,0.060134888,NOT FALL
-3.4685974,2.5072327,8.188843,-2.0324707,0.6230774,-0.045318604,NOT FALL
-2.5348663,2.057129,9.309326,-2.1400604,0.74664307,-0.16783142,NOT FALL
-1.5891571,0.7810211,8.217575,-2.068695,0.48033142,-0.08154297,NOT FALL
-0.7176666,-0.79914856,6.7571106,-1.811966,0.11920166,0.023925781,NOT FALL
-2.1302338,0.04360962,7.7483063,-1.5744019,-0.10983276,0.08251953,NOT FALL
-1.9051819,0.42907715,6.7212067,-1.4018402,-0.05230713,0.18051147,NOT FALL
-1.9051819,1.377182,7.62381,-1.0993042,0.09576416,0.20394897,NOT FALL
-3.731964,1.4106903,7.7722473,-0.6476288,-0.053375244,0.29449463,NOT FALL
-1.9889832,1.0874786,8.325317,-0.4537506,0.14157104,0.3317871,NOT FALL
-0.8924408,0.82411194,9.151321,-0.09689331,0.14689636,0.44256592,NOT FALL
-1.1031342,0.58470154,7.6094513,0.09698486,-0.39744568,0.457489,NOT FALL
-1.8166046,0.8576355,8.270248,0.34519958,-0.56895447,0.54377747,NOT FALL
-1.91716,2.3611908,9.517624,0.5816803,-0.7564392,0.842041,NOT FALL
-1.3521271,3.259018,8.131378,0.8757019,-1.1335449,0.91874695,NOT FALL
-0.64105225,3.1943817,7.173706,1.2783661,-1.2922668,0.7685394,NOT FALL
-0.73202515,3.089035,8.605438,1.417923,-0.9194336,0.6897125,NOT FALL
-1.3617096,3.3571777,7.908722,1.5223083,-0.7063751,0.59703064,NOT FALL
-1.2659302,3.7426453,6.28067,1.8035431,-1.1292877,0.4329834,NOT FALL
-0.8565216,4.820038,8.5551605,2.1316528,-1.1378021,0.33285522,NOT FALL
-0.80145264,5.8232117,9.249481,2.1795807,-0.45817566,0.28598022,NOT FALL
-0.46627808,6.754547,8.440231,2.2104797,-0.1950531,0.2891693,NOT FALL
0.47705078,7.2932434,6.814575,2.3947601,-0.63713074,0.31367493,NOT FALL
-0.8206177,7.4776,6.2064514,2.228592,-0.2589569,0.19755554,NOT FALL
-2.5468292,7.405777,7.0300446,2.0474854,0.07446289,0.11340332,NOT FALL
-1.8357544,8.193466,8.658112,2.1433716,-0.13539124,0.16879272,NOT FALL
-0.51893616,8.428101,5.5193176,2.0538788,0.14157104,0.037765503,NOT FALL
-1.3018494,8.064178,2.8785095,1.9047394,0.18737793,-0.25091553,NOT FALL
-1.3018494,7.630829,6.323761,1.8525543,0.30775452,-0.19552612,NOT FALL
-1.9099731,8.672302,9.812119,1.7108612,0.6571655,-0.03466797,NOT FALL
-0.31782532,9.826309,5.959839,1.8685303,0.2992401,-0.10923767,NOT FALL
-0.7583618,10.00827,3.1777802,1.9409637,-0.31010437,-0.2871399,NOT FALL
-2.4007874,9.199036,4.0803986,1.3465424,0.26620483,-0.42242432,NOT FALL
-1.8285675,8.24614,6.2184143,1.212326,0.520813,-0.35531616,NOT FALL
-0.38008118,8.557388,5.5145264,1.5883636,-0.402771,-0.32655334,NOT FALL
-1.4143677,9.878983,6.0603943,1.3263092,-0.91197205,-0.41070557,NOT FALL
-2.0967255,10.094467,5.9502716,0.7872772,-0.41662598,-0.45118713,NOT FALL
-2.4726105,8.962006,4.42276,0.5401459,0.16821289,-0.25305176,NOT FALL
-2.0727844,7.6380157,4.67894,0.61257935,0.118133545,-0.15290833,NOT FALL
-1.5149384,7.594925,6.4602356,0.46237183,-0.007568359,-0.17102051,NOT FALL
-0.7799072,8.988342,7.86084,0.34519958,0.23425293,0.016464233,NOT FALL
-0.86131287,9.51506,6.833725,0.20884705,-0.05230713,0.14216614,NOT FALL
-1.146225,9.2565,5.3565063,-0.07878113,-0.355896,0.1634674,NOT FALL
-0.4016266,9.333115,6.086731,-0.28330994,-0.20144653,0.10700989,NOT FALL
0.3214264,8.679489,5.2942505,-0.32058716,0.10322571,0.026046753,NOT FALL
-0.47824097,8.0881195,4.429947,-0.29289246,0.33758545,-0.03253174,NOT FALL
-1.5963287,8.614853,6.53685,-0.38557434,-0.06828308,0.09422302,NOT FALL
-1.5604248,9.060165,7.987732,-0.5496216,-0.41130066,0.27851868,NOT FALL
-1.383255,8.533447,6.998932,-0.6273804,0.06594849,0.34669495,NOT FALL
-1.1869202,7.4345093,5.80661,-0.8340454,0.25022888,0.34562683,NOT FALL
-1.0720062,6.6061096,6.0053253,-1.1333923,0.36634827,0.31793213,NOT FALL
-0.6721649,6.543869,6.9103394,-1.2644196,0.9330597,0.24868774,NOT FALL
-0.8852539,7.5973053,7.652542,-1.2835846,0.81588745,0.15707397,NOT FALL
-0.9403229,8.124039,8.648529,-1.3134155,-0.03312683,0.11872864,NOT FALL
-1.4790192,7.5925293,6.105896,-1.4220734,-0.47947693,0.07080078,NOT FALL
-2.4127502,6.5534363,5.2583466,-1.5072937,-0.2184906,0.002624512,NOT FALL
-2.8437195,6.8144073,8.500092,-1.688385,0.2523651,-0.1390686,NOT FALL
-2.7910461,6.8263855,9.036392,-1.7757416,0.44836426,-0.26156616,NOT FALL
-1.9027863,6.15361,5.423538,-1.6628265,0.204422,-0.3510437,NOT FALL
-1.8429413,5.468872,6.608673,-1.798111,-0.44325256,-0.38407898,NOT FALL
-2.3026276,4.6165314,9.922241,-2.2156982,-0.17054749,-0.43521118,NOT FALL
-2.2092438,3.8336334,10.132935,-2.180542,0.5197449,-0.45118713,NOT FALL
-0.9403229,3.792923,8.057159,-2.053772,0.073394775,-0.417099,NOT FALL
-0.6458435,3.9293976,7.331726,-2.2998505,-0.36549377,-0.40005493,NOT FALL
-1.6298523,3.1105804,7.836899,-2.4585724,0.1255951,-0.3904724,NOT FALL
-1.6298523,1.8200989,8.9071045,-2.3286133,0.40576172,-0.3393402,NOT FALL
-3.360855,1.2023926,7.6932526,-2.1389923,0.009475708,-0.24240112,NOT FALL
-3.3847961,1.2095795,8.468964,-2.0761414,0.21827698,-0.23706055,NOT FALL
-2.6162567,1.5591278,8.449814,-2.050583,0.63905334,-0.34999084,NOT FALL
-2.051239,0.23274231,8.626984,-1.813034,0.28752136,-0.42988586,NOT FALL
-1.7782898,-1.3186951,5.0045624,-1.3443146,0.15542603,-0.2956543,NOT FALL
-2.0943298,-2.0992126,6.876816,-0.99916077,0.07659912,-0.22215271,NOT FALL
-2.0943298,-0.15989685,9.084274,-0.73817444,0.05102539,-0.21575928,NOT FALL
-3.4111328,2.0475464,7.3891754,-0.31951904,-0.2823944,-0.24133301,NOT FALL
-1.7112579,3.270996,8.727539,0.46131897,-0.43260193,-0.13053894,NOT FALL
-1.1031342,3.1033936,10.334045,0.8533325,-0.5998535,-0.06768799,NOT FALL
-0.51893616,2.0595245,7.970978,1.0908813,-0.76283264,-0.23600769,NOT FALL
-0.80384827,1.7147522,6.4530487,1.4264374,-0.43685913,-0.2967224,NOT FALL
-2.1470032,2.3204956,7.9973145,1.5052643,-0.91197205,-0.09326172,NOT FALL
-2.1470032,2.717926,8.978928,1.7183228,-1.2209015,0.051620483,NOT FALL
-0.16220093,3.0531158,6.249542,1.9281769,-0.92048645,0.18371582,NOT FALL
1.5304871,4.271759,7.010895,2.0453644,-0.55404663,0.19223022,NOT FALL
0.27592468,6.208679,7.690857,2.245636,-0.6009064,0.018600464,NOT FALL
-2.063202,7.1424103,8.095474,2.2743988,-0.70744324,-0.09751892,NOT FALL
-1.8572998,7.058609,7.453827,2.375595,-0.99079895,-0.035736084,NOT FALL
-0.8445587,6.9173584,6.895981,2.500229,-0.86616516,-0.15397644,NOT FALL
