accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,activity
1.853714,10.3051605,15.584534,4.578491,-9.599228,0.31254578,NOT FALL
1.5951385,10.781601,7.7842255,4.1843414,-5.279587,-0.19665527,NOT FALL
-0.33459473,9.134384,-0.1669159,1.9611359,-0.8757782,-0.39265442,NOT FALL
0.6374512,9.486343,-1.4861298,0.15763855,2.2134857,-0.6802826,NOT FALL
-1.2539673,10.628372,3.7715454,0.13101196,3.7059174,-0.6238251,NOT FALL
-1.9650421,11.691391,3.2256622,0.73820496,2.4329376,-0.42567444,NOT FALL
-0.20051575,12.438385,-1.3688049,1.3976135,-1.5990906,-0.5886688,NOT FALL
1.5472565,13.135101,-2.7933655,1.5361023,-3.8446655,-0.77401733,NOT FALL
2.4163513,13.609146,-0.44224548,0.90545654,-2.957306,-0.99879456,NOT FALL
5.301361,15.194107,0.18502808,0.1736145,-0.56791687,-1.0722961,NOT FALL
5.301361,14.834976,3.67099,-0.19389343,0.9213257,-0.42462158,NOT FALL
0.72843933,12.924408,0.27122498,-1.6096344,-0.4017334,0.3136139,NOT FALL
-2.458252,13.036942,-3.5140076,-2.9678497,-0.89175415,1.1402588,NOT FALL
-0.6649933,13.398468,-1.7662506,-3.9180603,0.5580597,1.4289398,NOT FALL
0.4914093,13.695343,-2.6664734,-4.359085,2.2102966,1.9328156,NOT FALL
-1.4933777,12.610764,-4.186783,-4.21846,2.4020386,2.8446808,NOT FALL
-2.4438782,14.174179,-3.6648407,-3.9351044,1.3697968,3.2793121,NOT FALL
-1.3569183,17.933075,-4.909836,-3.879715,0.05632019,2.8734436,NOT FALL
-0.025741577,21.725494,-3.6169586,-3.4791718,-0.68829346,1.6611786,NOT FALL
-2.5157013,21.969711,3.216095,-2.078354,1.531723,0.87394714,NOT FALL
-2.5157013,15.42157,6.9223175,-1.8088379,3.6697083,0.98046875,NOT FALL
-10.452484,8.942856,-2.2211456,-2.5236206,3.3842163,0.71520996,NOT FALL
-7.696762,5.0594635,-5.587387,-2.8517303,2.4041748,0.27526855,NOT FALL
-2.2882538,2.2534485,-4.6201324,-2.8144379,2.3540955,-0.04963684,NOT FALL
-1.8285675,0.17767334,-3.8779297,-2.589676,3.060379,-0.16256714,NOT FALL
-1.8022308,-0.5190277,-4.2250977,-2.3137665,3.5301514,-0.07095337,NOT FALL
-1.1390381,-0.17906189,-7.0957336,-2.1795502,3.637741,-0.007034302,NOT FALL
-0.50457764,0.6014557,-6.949692,-1.3422546,3.043335,0.09629822,NOT FALL
-0.11911011,0.9988861,-4.2610016,-0.3590088,2.3274689,0.22200012,NOT FALL
0.14186096,0.94621277,-0.32733154,0.07348633,2.0355835,0.066467285,NOT FALL
0.27114868,2.0619202,6.2351837,0.4388733,1.613739,0.24330139,NOT FALL
-1.8094177,7.041855,18.869385,-0.33024597,2.3264008,0.2869873,NOT FALL
-1.8094177,15.644226,20.600388,-0.69563293,4.675308,-0.21795654,NOT FALL
-4.194046,17.102295,11.006821,-0.27485657,2.407364,-0.36709595,NOT FALL
-6.296158,15.028915,8.92865,0.42715454,-0.9322357,0.7972412,NOT FALL
-13.799576,9.357056,2.6678162,0.08627319,-0.90560913,2.5059204,NOT FALL
-18.042114,4.5662537,0.015045166,0.32382202,-0.7085266,2.6784973,NOT FALL
2.3660736,7.7912445,-2.4174652,1.4242401,-0.43263245,0.2763214,NOT FALL
7.324463,24.167587,3.5081787,1.3763123,-0.5093231,-3.1154785,NOT FALL
7.324463,19.853226,-8.809982,1.6277008,-4.693695,-2.519989,NOT FALL
-5.0511627,7.71463,-6.365509,1.9334412,-6.699585,-0.08267212,NOT FALL
-16.416443,6.0674133,-1.2586823,2.906021,-6.58667,0.63638306,NOT FALL
-8.247421,8.825531,3.5967712,4.688217,-3.689148,0.25076294,NOT FALL
-1.7782898,8.892578,5.2535553,6.1444244,-0.10133362,-0.14338684,NOT FALL
-0.2675476,7.4895782,-2.9274292,5.991028,1.4496918,-0.51516724,NOT FALL
2.1697388,7.1304474,-10.485931,4.434677,1.7778015,-0.9678955,NOT FALL
3.7690735,6.828766,-14.103561,2.4319763,1.5572815,-1.2949371,NOT FALL
2.315796,5.6604004,-11.788376,1.0780334,0.973526,-0.9306183,NOT FALL
-0.016159058,5.789688,-7.081375,0.593338,0.3269043,-0.16682434,NOT FALL
-0.5524597,7.721817,-3.7630157,1.7928314,-7.190674,0.666214,NOT FALL
3.5200806,11.796738,11.564667,4.3419952,-11.063965,0.4212036,NOT FALL
4.8799744,12.086441,7.0970917,4.3622437,-7.720108,-0.18493652,NOT FALL
1.1330566,9.668289,2.9527283,2.6524963,-2.3767395,-0.2147522,NOT FALL
0.07002258,8.792023,0.5489502,0.48254395,1.96315,-0.32022095,NOT FALL
-0.93792725,10.297974,1.4994507,-0.25460815,4.3237762,-0.40437317,NOT FALL
-1.4598694,12.055313,2.5337372,0.25350952,4.2747803,-0.3095703,NOT FALL
-1.7375946,12.438385,2.193756,1.3976135,0.26086426,-0.4342041,NOT FALL
0.45788574,12.754425,-3.961731,1.5147858,-3.7733002,-0.72927856,NOT FALL
1.4323273,12.85498,-1.7015991,0.7637787,-3.3184357,-0.95191956,NOT FALL
4.470566,13.929977,-0.006500244,0.092666626,-0.88430786,-1.1575165,NOT FALL
3.8456879,14.605133,3.371704,-0.10974121,0.7636566,-0.5503235,NOT FALL
0.002990723,12.333038,0.93681335,-1.6596985,-0.59028625,0.25289917,NOT FALL
-2.2236176,12.81427,-4.514786,-3.403534,-1.1751251,0.95596313,NOT FALL
-1.8046265,13.240448,-2.0559387,-4.2120667,0.51864624,1.7101746,NOT FALL
-0.08320618,13.261993,-4.7230835,-4.6030273,2.2262726,2.4707794,NOT FALL
-2.3074188,12.742447,-3.2913513,-4.3825073,2.6864624,3.405014,NOT FALL
-2.3074188,15.251572,-2.6951904,-4.011795,1.4901733,3.5488281,NOT FALL
-1.4407043,19.776611,-4.318466,-3.7593384,-0.16311646,2.6124573,NOT FALL
-1.1007385,23.68634,-2.2762146,-2.7707672,0.74661255,1.2883301,NOT FALL
-1.1007385,22.177994,10.717117,-2.354248,4.11499,0.81214905,NOT FALL
-10.773315,13.95871,-1.8955383,-3.4003448,3.697403,0.1889801,NOT FALL
-10.440521,7.4871826,-5.690338,-3.6954193,1.6584778,-0.52049255,NOT FALL
-2.5157013,3.3045044,-3.3583832,-3.151062,0.5250397,-0.7921295,NOT FALL
-2.166153,0.48413086,-1.629776,-2.4416046,0.9862976,-0.59931946,NOT FALL
-2.2260132,-0.8374634,-1.9362335,-1.9771423,2.4041748,-0.14231873,NOT FALL
-1.790268,-0.49987793,-4.160446,-2.0613098,3.7911377,0.22200012,NOT FALL
0.34776306,0.8983307,-7.584152,-2.3095093,4.0745087,0.26461792,NOT FALL
1.5041504,2.255844,-7.653595,-1.9782104,2.714157,0.18258667,NOT FALL
1.1665802,2.3875275,-2.6066132,-0.71588135,1.3730011,0.31680298,NOT FALL
-0.10475159,0.50090027,5.078781,1.0002747,1.4092102,0.8057709,NOT FALL
0.6326599,-0.54776,6.711624,1.7012177,1.166336,1.3383942,NOT FALL
0.52493286,3.7881317,14.765717,0.4868164,1.4070892,0.9463806,NOT FALL
0.52493286,13.60437,20.226898,-0.28657532,5.4795837,-0.02407837,NOT FALL
-3.0543976,18.68486,10.839233,-0.17578125,3.7282867,-0.89120483,NOT FALL
-3.7032318,18.682465,7.4131165,0.4388733,-0.8108063,-0.016616821,NOT FALL
-12.145187,10.127991,2.5552826,-0.3824463,-2.353302,2.5570526,NOT FALL
-25.531174,5.816025,-5.022354,0.3930664,-3.3354797,2.5570526,NOT FALL
-0.8637085,21.498047,15.069778,1.1035919,2.4734192,-1.6688385,NOT FALL
0.6781616,22.513184,-9.367844,1.3315582,-2.0603485,-2.9429016,NOT FALL
0.6781616,8.224594,-9.238556,1.7203827,-5.488373,-1.467514,NOT FALL
-9.049484,3.0483246,-2.9154663,2.7963104,-6.4599,-0.09864807,NOT FALL
-6.925827,3.785736,1.5832367,4.991806,-3.8563843,1.0369263,NOT FALL
-5.1684875,5.8543396,4.781891,7.1020966,0.4803009,1.6174927,NOT FALL
2.222412,7.927719,-5.5059967,6.760147,1.7202759,0.7748718,NOT FALL
8.741837,11.78717,-18.731567,4.366501,0.54422,-0.7963867,NOT FALL
7.2789764,10.360214,-19.105057,2.0996246,-0.18974304,-1.1468658,NOT FALL
1.6813354,6.2469788,-12.063705,1.0013275,-0.58070374,-0.4299469,NOT FALL
0.041305542,5.839966,-5.8579407,0.8713684,-1.0835114,0.16233826,NOT FALL
0.034118652,7.508728,-1.0192566,2.646103,-7.085205,0.5884552,NOT FALL
-1.201294,11.255646,16.968384,5.226166,-11.38887,0.3466339,NOT FALL
1.2862854,10.980316,7.987732,4.175827,-8.440216,-0.22753906,NOT FALL
1.0971375,9.821518,-3.2506561,1.5307617,-3.5453339,-0.30743408,NOT FALL
2.2032623,9.924469,-2.3552246,0.32914734,1.119461,-0.48747253,NOT FALL
1.7938538,9.809555,5.4953613,0.6199646,4.3738403,-0.4938507,NOT FALL
-1.2180481,10.860611,3.9151917,0.90226746,4.5698547,-0.29891968,NOT FALL
-1.9602509,12.926804,0.6423187,1.0727081,0.6049347,-0.546051,NOT FALL
-0.27952576,13.120743,-3.0279846,1.0439453,-3.5069885,-0.9039917,NOT FALL
1.0301056,12.823853,-1.2754364,0.63275146,-3.2076416,-0.92848206,NOT FALL
3.778656,13.767166,-0.19085693,0.290802,-0.9727173,-1.0914764,NOT FALL
5.0116577,13.987442,2.8737183,0.30145264,0.76153564,-0.73887634,NOT FALL
0.838562,12.115173,1.0804596,-1.2165527,0.06059265,0.1144104,NOT FALL
-1.4359283,13.472687,-5.618515,-3.0978088,-0.4528656,0.95170593,NOT FALL
-1.9578552,14.526138,-1.7447052,-3.9468231,0.3791046,1.5589142,NOT FALL
-1.2874756,14.250793,-1.2610626,-4.2834473,1.500824,2.1746368,NOT FALL
-2.3744507,12.761612,-5.297699,-4.3654633,1.4965668,3.0801086,NOT FALL
-2.3744507,13.688156,-4.806885,-4.2674713,0.44728088,3.532837,NOT FALL
-2.395996,17.547607,-4.988846,-4.183304,-0.6499481,2.9331055,NOT FALL
-0.8373718,22.288132,-2.467743,-3.4472046,-0.44754028,1.5791473,NOT FALL
-0.8373718,22.872314,10.913452,-1.969696,3.1636963,1.1210785,NOT FALL
-7.9313965,15.708862,3.8721008,-2.2977905,4.750946,0.8185425,NOT FALL
-11.460449,8.894974,-3.992859,-3.2362823,3.9424133,0.010009766,NOT FALL
-2.3409271,4.444153,-5.704712,-3.4578705,2.2603607,-0.74632263,NOT FALL
-1.2970581,0.66848755,-4.397476,-3.0924835,1.1152039,-1.005188,NOT FALL
-1.656189,-1.543747,-3.3703613,-2.6439972,1.4741974,-0.7622986,NOT FALL
-1.625061,-1.6251526,-2.9465942,-2.258377,2.5469208,-0.3564453,NOT FALL
-1.4119873,-0.5046692,-4.8691254,-2.1497192,3.285141,0.019592285,NOT FALL
0.23283386,2.018814,-6.1069336,-1.7694244,3.140274,0.0867157,NOT FALL
1.0875702,3.745041,-2.1229858,-0.67752075,2.3061676,0.062210083,NOT FALL
1.1881256,2.4976654,2.4810638,0.6668396,1.89711,0.2869873,NOT FALL
1.1976929,0.59187317,4.4634705,1.5052032,1.5381165,0.954895,NOT FALL
1.2168579,2.9741058,9.670853,0.769104,1.2323761,1.1040344,NOT FALL
-2.0296783,10.408112,18.649109,-0.26846313,4.999161,0.20388794,NOT FALL
-2.0296783,16.695282,13.305252,-0.26846313,5.9866486,-0.87734985,NOT FALL
-3.3536835,18.402344,7.0252686,-0.030914307,1.3410339,-0.2669525,NOT FALL
-10.572189,12.771179,3.0532837,-0.35154724,-2.19458,2.5591888,NOT FALL
-30.728989,12.850189,-2.4222565,-0.5028229,-3.9639893,2.307785,NOT FALL
-20.694885,20.86119,-1.7901917,-0.13424683,-1.8334503,-1.068039,NOT FALL
0.7978668,17.200455,-4.215515,0.4069214,-2.5972443,-2.5679321,NOT FALL
0.7978668,5.2414246,-4.3519897,1.3560638,-5.1315155,-1.8691101,NOT FALL
-4.2754517,0.85284424,-1.1724854,2.8666077,-6.41835,-0.8794861,NOT FALL
-4.0886993,2.2366943,2.789917,5.3923492,-3.5890045,0.028121948,NOT FALL
-4.043213,5.4999847,9.017242,8.172699,1.5572815,0.9421234,NOT FALL
-0.18136597,7.527878,-5.3599396,7.7796173,2.5628967,0.7120209,NOT FALL
6.960541,13.139893,-22.801697,4.6488037,0.70080566,-0.5865326,NOT FALL
6.704361,12.0529175,-23.46251,1.819458,-0.42304993,-0.92422485,NOT FALL
2.1889038,7.199875,-13.447556,0.5432739,-0.75753784,-0.4373932,NOT FALL
0.7380066,6.1823425,-5.632889,0.5091858,-1.0547485,-0.018753052,NOT FALL
0.058059692,7.0873413,0.1658783,3.4642181,-5.0420227,0.35195923,NOT FALL
-0.9355316,9.488724,21.306671,5.7758484,-9.468201,0.19856262,NOT FALL
0.7763214,10.587677,3.6757812,3.7837982,-7.9981384,0.04623413,NOT FALL
0.33818054,11.114395,-3.389511,1.2889557,-3.3024597,0.18258667,NOT FALL
1.1713562,10.254883,-0.29380798,0.30677795,1.1620636,0.09843445,NOT FALL
-0.9115906,8.8111725,2.7923126,0.36749268,3.7325592,0.16767883,NOT FALL
-1.7854767,9.9891205,2.2153168,0.90971375,3.7549286,0.11653137,NOT FALL
-2.2044678,11.796738,1.4060669,2.0388947,1.2440948,-0.11569214,NOT FALL
-1.9099731,11.468735,1.8298492,1.709732,-1.6885834,-0.70477295,NOT FALL
2.2200165,12.426422,-2.9274292,0.24713135,-2.911499,-1.3215637,NOT FALL
3.9342651,14.727249,-1.0216522,-0.09056091,-1.6928406,-1.7093201,NOT FALL
4.336502,16.336151,1.9016724,0.11077881,0.5804291,-1.3950653,NOT FALL
1.5424652,14.181366,2.3014984,-1.1036377,0.92344666,-0.31489563,NOT FALL
0.6374512,14.787094,-6.6001434,-3.1744995,-0.39533997,0.746109,NOT FALL
-1.6059113,13.364944,-2.2762146,-3.9851685,0.18522644,1.559967,NOT FALL
-2.1134796,13.11116,-0.95939636,-4.092758,1.0353088,2.144806,NOT FALL
-2.214035,12.608383,-5.8028717,-4.15242,0.86912537,2.798874,NOT FALL
-2.214035,13.154251,-5.0247498,-4.0363007,0.059524536,3.0896912,NOT FALL
-3.4997253,16.6857,-4.9840546,-4.0022125,-0.7234497,2.640152,NOT FALL
-2.621048,20.394318,-2.8723602,-3.5366974,-0.021438599,1.7975311,NOT FALL
-2.621048,20.95456,7.350876,-2.6045837,3.2084503,1.3128357,NOT FALL
-8.04631,15.402405,3.2615814,-2.590744,4.1682434,0.85902405,NOT FALL
-9.76535,8.768082,-2.2522736,-3.0125885,3.3448029,0.2944336,NOT FALL
-6.921036,4.3220367,-3.7534332,-3.1265717,1.8662109,-0.23925781,NOT FALL
-1.6537933,1.3843536,-3.3344421,-2.8538666,0.6805725,-0.4075775,NOT FALL
-1.5292969,0.07951355,-2.5323944,-2.4863434,1.0523529,-0.24990845,NOT FALL
-1.3521271,0.10345459,-2.5419617,-2.0868683,2.329605,-0.052841187,NOT FALL
-0.5213318,1.3484497,-4.1724243,-1.8834076,3.477951,-0.015548706,NOT FALL
0.97743225,3.0842438,-6.3463593,-1.8067017,3.6750336,-0.17428589,NOT FALL
1.2431946,3.768982,-4.6584473,-1.2154846,2.7780762,-0.25097656,NOT FALL
0.47225952,2.0762787,-0.32254028,-0.085235596,1.9226685,0.0675354,NOT FALL
-0.15023804,-0.12878418,4.070816,1.0151825,1.4741974,0.93040466,NOT FALL
0.18734741,1.9278412,10.173645,0.8479309,0.79348755,1.2648926,NOT FALL
-0.4112091,10.058548,21.064865,0.030883789,3.9093933,0.31040955,NOT FALL
-0.4112091,16.905975,15.342712,-0.140625,5.3187256,-0.5812073,NOT FALL
-3.617035,17.894775,6.579941,0.05218506,1.3442383,-0.5492554,NOT FALL
-7.6464844,13.022568,1.7532349,-0.108673096,-1.685379,1.7900696,NOT FALL
-21.07077,6.778488,-1.0862885,0.17575073,-3.7317505,3.1227112,NOT FALL
-20.994156,10.379379,-5.2210846,1.6277008,-0.5008087,0.5905762,NOT FALL
2.9478607,27.756485,5.5983124,1.6735077,0.49095154,-2.7351685,NOT FALL
2.9478607,15.696899,-10.672684,1.565918,-4.0044556,-1.8723145,NOT FALL
-8.316864,5.4832306,-6.1021423,2.041031,-6.463089,-0.36709595,NOT FALL
-9.5642395,3.8432007,-2.1349487,3.315094,-6.39917,0.44250488,NOT FALL
-4.613022,5.200714,6.098709,5.8546753,-1.638504,0.8664856,NOT FALL
-0.23881531,5.2366333,2.4307861,7.0371246,1.9514313,0.6491699,NOT FALL
5.660492,7.118469,-12.046951,5.595825,1.6350555,-0.4853363,NOT FALL
8.224686,9.570129,-20.833664,3.0551605,0.3034668,-1.41745,NOT FALL
3.8911743,7.0993195,-15.734024,1.327301,-0.08003235,-1.0190277,NOT FALL
0.27592468,5.602936,-9.27446,0.5975952,-0.23449707,-0.21902466,NOT FALL
-0.19572449,6.8311615,-3.6840057,1.0514069,-1.286972,0.3466339,NOT FALL
-2.5444336,10.764847,15.601288,4.764908,-9.990189,0.9122925,NOT FALL
-0.047286987,13.999405,13.767334,5.183563,-11.418701,0.40522766,NOT FALL
0.61351013,11.959549,2.3493805,2.5800476,-6.968033,0.20388794,NOT FALL
0.14425659,8.68428,-2.972931,0.41329956,-1.7961731,0.1506195,NOT FALL
1.4682465,8.471191,-0.11663818,-0.08843994,2.3498383,-0.210495,NOT FALL
0.972641,9.505493,3.9032288,0.3461914,4.6604004,-0.62168884,NOT FALL
0.7978668,11.528595,1.6957703,1.3017426,4.447342,-0.8240967,NOT FALL
-0.8708954,12.831039,3.4746552,2.1699219,0.94581604,-0.8144989,NOT FALL
0.12988281,13.384094,-5.115738,0.56137085,-3.3993988,-0.9636383,NOT FALL
2.0452423,14.748795,-3.7989197,-0.15341187,-2.7368011,-1.2342224,NOT FALL
4.147354,16.63063,1.8274536,0.30252075,-0.20466614,-1.1777649,NOT FALL
1.7363892,14.231644,5.0835724,-0.33345032,0.44407654,-0.42248535,NOT FALL
0.29508972,11.957153,-5.218689,-2.7483978,-0.77565,0.47554016,NOT FALL
0.29508972,11.74646,-0.66252136,-3.7944946,0.031829834,1.2659607,NOT FALL
-1.1534119,13.132706,-0.609848,-4.4144745,1.3964233,1.6324158,NOT FALL
-0.581192,13.094406,-5.4628906,-4.630722,2.2070923,2.4931488,NOT FALL
-0.581192,13.257202,-4.6823883,-4.5273895,1.7085571,3.3762512,NOT FALL
-3.8277283,16.465439,-5.1372833,-4.470932,0.30560303,3.231369,NOT FALL
-0.7224579,21.062302,-4.033554,-3.9404297,-0.80973816,1.9317474,NOT FALL
-0.7224579,23.025543,1.7819672,-2.2221527,1.2909698,1.1892548,NOT FALL
-3.5116882,17.49733,10.688385,-1.8439941,4.656143,1.1924591,NOT FALL
-13.727753,10.59964,-2.9322205,-3.2192383,3.9157867,0.43185425,NOT FALL
-8.412628,5.8256073,-7.3830414,-3.7092743,1.7756653,-0.46936035,NOT FALL
-1.1007385,2.2965546,-4.4142303,-3.2661133,0.92344666,-0.82728577,NOT FALL
-1.6537933,-0.22694397,-1.9625702,-2.51297,1.7394409,-0.54286194,NOT FALL
-2.2978363,-0.92126465,-1.440628,-1.9324036,3.2254944,0.09416199,NOT FALL
-1.5604248,-0.25328064,-4.4740906,-1.9473267,4.271576,0.58099365,NOT FALL
0.462677,1.2215576,-7.2010803,-1.842926,3.4140472,0.6917877,NOT FALL
1.7387848,2.6341248,-6.1380615,-1.0567627,1.3101501,0.55329895,NOT FALL
1.4538727,2.2127533,-1.574707,0.17788696,0.21931458,0.523468,NOT FALL
0.29508972,0.6230011,4.216858,1.5318298,0.94155884,0.80470276,NOT FALL
0.034118652,1.3412628,8.57431,1.6170502,0.78816223,1.0592957,NOT FALL
-2.2116394,8.837509,15.100906,-0.59869385,2.99646,0.29231262,NOT FALL
-2.2116394,17.851685,21.493423,-0.34835815,4.4835663,-0.34365845,NOT FALL
-5.838867,19.613815,9.9509735,0.46549988,-0.028900146,-0.5844116,NOT FALL
-6.9354095,14.787094,7.247925,0.95552063,-1.8824615,1.1008453,NOT FALL
-15.760437,6.325989,2.066864,0.15124512,-1.1005554,2.7956848,NOT FALL
-19.31343,9.536621,-1.8572235,0.7861481,-0.95780945,1.1679535,NOT FALL
7.305313,25.197083,-0.6768799,0.9225006,-2.0166779,-2.3367615,NOT FALL
-2.1757355,18.974564,-9.363052,1.0439453,-5.0249786,-2.377243,NOT FALL
-2.1757355,7.5350647,-4.550705,1.8226471,-6.387451,-0.6653595,NOT FALL
-10.9002075,4.4321747,0.51542664,3.669815,-5.380783,0.42866516,NOT FALL
-7.2753754,5.2533875,6.4961395,5.8056793,-1.0408936,0.70350647,NOT FALL
-1.1222839,6.211075,0.7859802,6.42247,1.5658112,0.25183105,NOT FALL
1.9015961,7.6499786,-10.148346,5.1420135,1.3037567,-0.62275696,NOT FALL
3.917511,9.120026,-16.51213,2.9582214,0.4557953,-1.4131775,NOT FALL
2.387619,7.2621307,-13.457138,1.4018707,0.43981934,-1.4089203,NOT FALL
-0.10235596,5.6053314,-8.467621,0.78189087,0.49734497,-0.76976013,NOT FALL
-0.7846985,6.9484863,-3.906662,0.98428345,0.20866394,-0.15403748,NOT FALL
-0.39923096,9.388168,2.9934235,3.9617004,-5.973068,0.22946167,NOT FALL
1.8321686,11.152695,12.725861,4.9193726,-9.983795,0.017471313,NOT FALL
0.73561096,10.084885,0.29995728,3.0839233,-7.691345,-0.016616821,NOT FALL
0.10594177,9.495911,-0.85884094,1.4562073,-2.6835327,-0.06135559,NOT FALL
1.4921875,9.977142,2.2368622,0.8255615,1.916275,-0.30636597,NOT FALL
0.11791992,11.011444,3.4052277,0.7179718,4.432434,-0.480011,NOT FALL
-0.82540894,11.863785,2.2608032,0.6721649,3.395935,-0.71543884,NOT FALL
-0.9235687,12.366562,-1.1844482,0.68174744,-0.91093445,-1.0488586,NOT FALL
0.52493286,13.19017,-2.5635223,0.7467346,-3.2161713,-1.1745605,NOT FALL
2.4211426,14.212494,-1.3185272,0.5741577,-2.1860504,-1.2320862,NOT FALL
5.1098175,14.758362,1.453949,0.42608643,-0.29734802,-0.9998627,NOT FALL
2.5743713,12.668228,2.224884,-0.9640808,0.08828735,0.019592285,NOT FALL
-1.0001831,13.3888855,-3.8228607,-3.08609,0.015853882,0.98579407,NOT FALL
-1.8094177,14.308258,-2.2091675,-4.028839,0.8424988,1.3724823,NOT FALL
-0.62428284,14.767944,-2.8244781,-4.197159,1.6595459,1.8742218,NOT FALL
-2.5109253,12.675415,-6.3559265,-4.268524,1.4837799,2.8521423,NOT FALL
-2.5109253,12.694565,-5.249817,-4.1929016,0.46539307,3.5349731,NOT FALL
-4.392761,16.486984,-5.393463,-4.15242,-0.7372894,3.2878265,NOT FALL
-2.2714996,21.337631,-1.6130219,-3.1553345,0.5580597,2.2843475,NOT FALL
-2.2714996,23.090195,10.853592,-2.051712,3.4161682,1.5077667,NOT FALL
-7.7350616,16.786255,0.355011,-2.5673065,4.146942,0.8483734,NOT FALL
-9.501984,9.141571,-4.0191956,-3.4631958,3.3991241,0.06434631,NOT FALL
-6.8803406,4.460907,-4.919403,-3.5377655,1.7969666,-0.5492554,NOT FALL
-1.8525085,1.3436584,-3.2291107,-3.088211,1.1269226,-0.74632263,NOT FALL
-1.9195557,-0.37298584,-2.5084534,-2.6461334,1.566864,-0.5375366,NOT FALL
-2.0895386,-0.6052246,-3.0088348,-2.2455902,2.1975098,-0.18812561,NOT FALL
-1.8261719,0.19683838,-4.1700287,-1.905777,2.7823334,0.07499695,NOT FALL
-0.26515198,2.2223358,-5.041519,-1.5212097,3.0699615,-0.019821167,NOT FALL
0.9295502,3.7306824,-2.2762146,-0.70521545,2.584198,-0.20303345,NOT FALL
0.82180786,2.6532898,0.4005127,0.35258484,2.012146,-0.056030273,NOT FALL
0.23762512,0.6014557,2.5433197,1.200531,1.7628784,0.6917877,NOT FALL
0.26156616,1.7099762,5.327774,0.9225006,0.85847473,1.351181,NOT FALL
-0.5859833,9.424088,20.832626,-0.03303528,3.571701,0.6395874,NOT FALL
-0.5859833,16.831741,18.029022,-0.12145996,5.4465637,-0.47254944,NOT FALL
-3.0543976,18.201233,7.463394,0.08413696,1.7106781,-0.72076416,NOT FALL
-6.056732,13.539719,3.9463196,0.26950073,-1.9208069,1.622818,NOT FALL
-21.221603,5.669983,-0.32733154,0.04472351,-3.5431976,3.1259155,NOT FALL
-20.010147,5.3252106,-9.612045,1.2985382,-3.848938,1.7677002,NOT FALL
4.063553,24.802048,22.396042,1.868454,2.5138855,-2.488037,NOT FALL
4.063553,21.828445,-10.189041,1.6873627,-2.6004486,-2.5327759,NOT FALL
-4.0408173,9.172699,-9.336716,1.7448883,-5.766403,-0.47894287,NOT FALL
-13.584106,4.9852448,-3.4852905,2.8026886,-6.912628,0.47872925,NOT FALL
-7.3304443,5.851944,1.9998322,4.6008606,-4.377304,0.6939087,NOT FALL
-1.7711182,6.3092346,2.2895355,5.815262,-0.51252747,0.53518677,NOT FALL
1.8848419,7.683502,-6.2960815,5.2890167,0.9085388,-0.23286438,NOT FALL
5.859207,9.979538,-14.55368,3.5142975,0.9628601,-1.1905365,NOT FALL
5.794571,9.246918,-15.147446,1.8759155,0.9032135,-1.3684387,NOT FALL
1.5209198,6.7282104,-10.670288,1.0748291,0.6667175,-0.6121063,NOT FALL
0.07002258,6.7593384,-5.8890686,1.0311584,0.16178894,0.08351135,NOT FALL
0.34776306,8.576538,-1.4861298,2.7526245,-5.875061,0.55755615,NOT FALL
0.27114868,11.088058,12.618118,4.830963,-10.454636,0.40629578,NOT FALL
0.6398468,10.487106,6.591919,3.9872742,-7.5997314,0.049423218,NOT FALL
-1.0312958,8.964401,0.19700623,1.7661896,-2.8465118,-0.06349182,NOT FALL
0.68055725,9.155945,-1.6872406,0.43141174,1.2440948,-0.38093567,NOT FALL
0.053268433,10.781601,5.595932,0.75631714,4.130966,-0.6238251,NOT FALL
-0.80145264,12.400085,4.544876,0.8948059,3.268097,-0.7868042,NOT FALL
-0.24839783,12.067291,-2.2139587,0.6615143,-0.76286316,-1.0435333,NOT FALL
0.9319458,12.627533,-2.1493225,0.7605896,-2.7943268,-1.0669708,NOT FALL
1.7004852,13.917999,-1.1533356,0.6476593,-1.9676819,-1.0190277,NOT FALL
4.681259,14.67218,0.5800781,0.64979553,-0.2760315,-0.9774933,NOT FALL
1.9375,12.7999115,3.184967,0.10650635,0.21078491,-0.19984436,NOT FALL
-2.1565704,10.681046,-1.174881,-2.0943298,-1.5916443,0.36793518,NOT FALL
-2.1565704,12.706543,-2.546753,-3.3896942,-1.558609,0.982605,NOT FALL
-1.4526825,13.757599,-2.048767,-3.8008728,0.16392517,1.4523773,NOT FALL
-0.023345947,13.738434,-3.9353943,-4.1960907,2.2805939,1.8944702,NOT FALL
-0.68174744,13.815048,-3.8324432,-4.3558807,3.378891,2.5815582,NOT FALL
-2.6497803,15.016937,-3.2243195,-4.231247,2.7652893,3.0183258,NOT FALL
-1.5987244,17.858856,-4.7230835,-4.1417694,1.1141357,2.530426,NOT FALL
0.007781982,19.96576,-3.2913513,-3.2394867,0.36099243,1.4395905,NOT FALL
0.007781982,18.754288,9.0651245,-1.3731384,1.4166718,0.9719391,NOT FALL
-5.525223,13.882095,3.4770508,-1.6788788,2.0206757,0.6928406,NOT FALL
-7.8691406,7.8702545,-4.5770416,-3.072235,1.9578247,0.23371887,NOT FALL
-6.5044556,4.7122955,-6.080597,-3.3800964,1.4283905,-0.10183716,NOT FALL
